City,Category,level,Province,Consumption-yagao,Consumption-myl,Consumption-msg,Consumption-xmn,PCPpercent,PPUW-yagao,PPUW-myl,PPUW-msg,PPUW-xmn,PMs-yagao,PMs-myl,PMs-msg,PMs-xmn,EF-yagao,EF-myl,EF-msg,EF-xmn,TC13,TC14,TC23,TC24,TC25,TC313,TC46,TC47,TC48,TC49,TC514,TC515,TC516,TC613,TC710,TC713,TC810,TC813,TC910,TC913,TC1011,TC1012,TC1116,TC1318,TC1319,TC1617,TC1618,TC1819,TC1820
Diqing Tibetan Autonomous Prefecture,Medium-small-cities,8,Yunnan Province,0.070689961,0.066577803,0.008476082,0.056507211,0.173547554,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Dingxi City,Medium-small-cities,8,Gansu Province,0.499389229,0.470338886,0.059879278,0.399195189,0.152248925,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Dongguan City,Medium-small-cities,8,Guangdong Province,1.495887936,1.408869525,0.179364482,1.19576321,0.127010004,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Dongying City,Largecities,8,Shandong Province,0.400543604,0.377243283,0.048027191,0.320181274,0.090055555,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Ordos City,Largecities,8,Inner Mongolia Autonomous Region,0.383619226,0.361303426,0.045997873,0.306652488,0.116997882,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Ezhou City,Medium-small-cities,8,Hubei Province,0.187275379,0.176381243,0.022455259,0.149701728,0.11120245,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Enshi Tujia and Miao Autonomous Prefecture,Medium-small-cities,8,Hubei Province,0.599097419,0.564246877,0.071834791,0.47889861,0.098566007,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Fangchenggang City,Medium-small-cities,8,Guangxi Zhuang Autonomous Region,0.170292116,0.160385926,0.020418881,0.13612587,0.143024872,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Foshan City,Extra-large-cities,8,Guangdong Province,1.7253209,1.624955972,0.206874647,1.379164313,0.115159559,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.29,0.71,0.02,0.02,0.96,1,0.02,0.018926316,0.880073684,0.081,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Fuzhou City (Fujian),Extra-large-cities,8,Fujian Province,1.649486801,1.553533276,0.197781757,1.318545049,0.083262624,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.29,0.71,0.02,0.02,0.96,1,0.02,0.018926316,0.880073684,0.081,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Fushun City,Medium-small-cities,8,Liaoning Province,0.365290373,0.344040795,0.043800152,0.292001011,0.132429184,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Fuzhou City (Jiangxi),Medium-small-cities,8,Jiangxi Province,0.717503104,0.675764696,0.086032228,0.573548187,0.123672461,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Fuxin City,Medium-small-cities,8,Liaoning Province,0.324643646,0.305758558,0.038926405,0.259509365,0.147772801,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Fuyang City,Medium-small-cities,8,Anhui Province,1.90382203,1.79307338,0.228277829,1.521852196,0.129197864,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Ganzhou City,Largecities,8,Jiangxi Province,1.600189797,1.507103964,0.191870799,1.279138659,0.129375234,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guyuan City,Medium-small-cities,8,Ningxia Hui Autonomous Region,0.220994137,0.208138522,0.026498308,0.176655385,0.151345586,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guang'an City,Medium-small-cities,8,Sichuan Province,0.810813852,0.763647395,0.097220656,0.648137705,0.138778645,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guangyuan City,Medium-small-cities,8,Sichuan Province,0.527877284,0.497169741,0.063295139,0.421967595,0.127547046,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guangzhou City,Megacities,8,Guangdong Province,3.577023366,3.368941674,0.428903079,2.859353858,0.104645921,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.14,0.86,0.02,0.02,0.96,1,0.02,0.16,0.45,0.37,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Guigang City,Medium-small-cities,8,Guangxi Zhuang Autonomous Region,0.783032698,0.737482319,0.093889556,0.625930372,0.15768929,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guiyang City,Largecities,8,Guizhou Province,0.91354887,0.860406138,0.109539101,0.730260672,0.136059674,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Guilin City,Medium-small-cities,8,Guangxi Zhuang Autonomous Region,0.903470718,0.85091425,0.10833068,0.722204532,0.130969575,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Harbin City,Largecities,8,Heilongjiang Province,1.748117311,1.646426276,0.209608051,1.397387007,0.118258007,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hami City,Medium-small-cities,8,Xinjiang Uygur Autonomous Region,0.098541806,0.092809457,0.011815658,0.078771052,0.154543347,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Haidong City,Medium-small-cities,8,Qinghai Province,0.305033897,0.287289543,0.036575097,0.243833982,0.125872459,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Haikou City,Medium-small-cities,8,Hainan Province,0.4113979,0.387466167,0.049328676,0.328857839,0.100978122,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Handan City,Largecities,8,Hebei Province,1.754861335,1.652777989,0.210416694,1.402777957,0.128734626,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hanzhong City,Medium-small-cities,8,Shaanxi Province,0.60740349,0.572069769,0.072830731,0.485538207,0.141979219,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hangzhou City,Extra-large-cities,8,Zhejiang Province,1.68199015,1.584145848,0.201679072,1.344527148,0.106792059,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.29,0.71,0.02,0.02,0.96,1,0.02,0.018926316,0.880073684,0.081,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hefei City,Extra-large-cities,8,Anhui Province,1.629270015,1.534492535,0.195357663,1.30238442,0.093137565,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.29,0.71,0.02,0.02,0.96,1,0.02,0.018926316,0.880073684,0.081,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hechi City,Medium-small-cities,8,Guangxi Zhuang Autonomous Region,0.629776862,0.593141643,0.075513411,0.503422739,0.13898749,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Heyuan City,Medium-small-cities,8,Guangdong Province,0.548836857,0.516910059,0.065808297,0.438721983,0.128064893,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Heze City,Largecities,8,Shandong Province,1.613732974,1.519859311,0.193494694,1.289964625,0.122388778,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hezhou City,Medium-small-cities,8,Guangxi Zhuang Autonomous Region,0.368524439,0.347086729,0.044187932,0.294586215,0.151437538,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hebi City,Medium-small-cities,8,Henan Province,0.288061591,0.271304545,0.034540032,0.230266883,0.131481591,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hegang City,Medium-small-cities,8,Heilongjiang Province,0.174074029,0.163947839,0.020872351,0.139149006,0.149681717,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Heihe City,Medium-small-cities,8,Heilongjiang Province,0.279402071,0.263148765,0.033501712,0.22334475,0.158914373,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hengshui City,Medium-small-cities,8,Hebei Province,0.792734895,0.746620123,0.095052898,0.633685986,0.144523306,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hengyang City,Largecities,8,Hunan Province,1.341564726,1.263523565,0.160860353,1.072402353,0.124255921,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Honghe Hani and Yi Autonomous Prefecture,Medium-small-cities,8,Yunnan Province,0.843861409,0.794772518,0.101183224,0.674554826,0.150654308,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hohhot City,Medium-small-cities,8,Inner Mongolia Autonomous Region,0.554386019,0.522136417,0.06647367,0.443157799,0.096286371,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Hulunbuir City,Medium-small-cities,8,Inner Mongolia Autonomous Region,0.447838575,0.421787024,0.053698096,0.357987306,0.134391517,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huludao City,Medium-small-cities,8,Liaoning Province,0.487407281,0.459053949,0.058442583,0.389617217,0.13607986,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Huzhou City,Largecities,8,Zhejiang Province,0.491689003,0.463086596,0.058955983,0.393039884,0.131565251,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huaihua City,Medium-small-cities,8,Hunan Province,0.880673206,0.829442909,0.105597143,0.703980956,0.140260102,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huai'an City,Largecities,8,Jiangsu Province,0.906418947,0.853690975,0.108684187,0.724561248,0.134926431,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huaibei City,Medium-small-cities,8,Anhui Province,0.386532707,0.364047425,0.046347214,0.308981428,0.128402155,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huainan City,Medium-small-cities,8,Anhui Province,0.690676264,0.65049842,0.082815555,0.552103701,0.127120824,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huanggang City,Medium-small-cities,8,Hubei Province,1.119198807,1.054093059,0.134197562,0.894650411,0.1119785,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huangshan City,Medium-small-cities,8,Anhui Province,0.263178725,0.247869159,0.031556452,0.210376345,0.137067902,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huangshi City,Medium-small-cities,8,Hubei Province,0.436810941,0.411400887,0.052375827,0.349172181,0.106360051,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Huizhou City,Largecities,8,Guangdong Province,0.896753125,0.844587431,0.107525206,0.71683471,0.124837644,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Jixi City,Medium-small-cities,8,Heilongjiang Province,0.299371985,0.281956994,0.035896206,0.239308037,0.168498015,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Ji'an City (Jiangxi),Medium-small-cities,8,Jiangxi Province,0.876555516,0.825564752,0.105103412,0.700689411,0.130441372,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jilin City,Medium-small-cities,8,Jilin Province,0.727399698,0.685085588,0.08721888,0.581459197,0.12492488,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jinan City,Extra-large-cities,8,Shandong Province,1.883946547,1.774354089,0.225894659,1.505964394,0.09504412,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.29,0.71,0.02,0.02,0.96,1,0.02,0.018926316,0.880073684,0.081,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jining City,Largecities,8,Shandong Province,1.535505965,1.446182903,0.184114882,1.227432548,0.118134812,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jiamusi City,Medium-small-cities,8,Heilongjiang Province,0.410001774,0.386151255,0.049161273,0.327741821,0.162457007,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jiaxing City,Largecities,8,Zhejiang Province,0.668338343,0.629459935,0.080137126,0.534247508,0.132120272,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Jiayuguan City,Medium-small-cities,8,Gansu Province,0.044729073,0.042127105,0.005363241,0.035754937,0.125789611,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jiangmen City,Largecities,8,Guangdong Province,0.850868032,0.801371553,0.102023353,0.680155688,0.125184202,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Jiaozuo City,Medium-small-cities,8,Henan Province,0.636209649,0.599200223,0.076284734,0.508564895,0.106920045,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jieyang City,Medium-small-cities,8,Guangdong Province,1.078905529,1.016143712,0.129366195,0.862441301,0.149047606,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,0.9,0.1,0.99,0.01,0.35,0.65
Jinchang City,Medium-small-cities,8,Gansu Province,0.08097535,0.076264873,0.009709351,0.06472901,0.133034523,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.59,0.41,0.02,0.02,0.96,1,0.02,0.9743525,0,0.0056475,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
Jinhua City,Largecities,8,Zhejiang Province,0.903974928,0.851389128,0.108391137,0.72260758,0.1130361,0.19,0.14,0.27,0.25,0.2,0.022,0.44,0.071,6,17.8,30,25.04,0.44,0.56,0.02,0.02,0.96,1,0.02,0.664604737,0.277745263,0.03765,0.522,0.47,0.008,1,0.74,0.26,0.92,0.08,0.96,0.04,0.15,0.85,1,1,0,0.99,0.01,0.35,0.65
